Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Included / International,Price / International,Compare At Price / International,Status
hana-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-and-trouser-bic-3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_d55666c1-842c-4029-999c-398dfb89f8f1.webp?v=1738326444,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
hana-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-and-trouser-bic-3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_ac4fedb2-da2e-4db0-942b-472fd518f0eb.webp?v=1738326444,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
hana-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-and-trouser-bic-3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/295_003ebdc6-fdc6-4f5c-8d3f-1faddadf9412.webp?v=1738326444,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
hana-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-and-trouser-bic-3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/302_1f216c0b-11de-40aa-81b0-ede5b9eb41bc.webp?v=1738326445,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
hana-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-and-trouser-bic-3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/936_4f3a3c19-a26f-405c-866e-75bf77e1426e.webp?v=1738326445,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
hana-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-and-trouser-bic-3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC0713811_d7e63cd8-cbf6-4cc1-868f-7f0c2faa4ede.webp?v=1738326445,7,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shahjahan-3pc-embroidered-shirt-with-wool-print-shawl-and-dhanak-embroidered-trouser-bic-3229,Rare- 3Pc Embroidered Shirt With Wool Print Shawl And Dhanak Embroidered Trouser-3229,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Dhanak Embroidered Shirt</li>
<li data-mce-fragment=""1"">Dhanak Embroidered Sleeves</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Wool Print  </span>Shawl</li>
<li data-mce-fragment=""1"">Dhanak Embroidered Trouser</li>
<li data-mce-fragment=""1"">Unstitched 3PC Dress</li>
</ul> This rare- 3pc embroidered shirt with wool print shawl and dhanak embroidered trouser-3229 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"3PC, AND, Bridal & Beyond, Designer Picks, DHANAK, EMBROIDERED, Organza, PRINT, RARE-, SHAWL, SHIRT, TROUSER-3229, WITH, WOOL",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,3999.00,9000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_714f5367-fadd-4940-881a-866ecd903344.webp?v=1738326446,1,"An elegant rare- 3pc embroidered shirt with wool print shawl and dhanak embroidered trouser-3229, perfect for Pakistani fashion and trending events.",false,RARE- 3PC EMBROIDERED SHIRT WITH WOOL PRINT SHAWL AND DHANAK EMBROIDERED TROUSER-3229 Price in Pakistan,"Discover the latest RARE- 3PC EMBROIDERED SHIRT WITH WOOL PRINT SHAWL AND DHANAK EMBROIDERED TROUSER-3229 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
zara-shahjahan-3pc-embroidered-shirt-with-wool-print-shawl-and-dhanak-embroidered-trouser-bic-3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_cd0d4cb7-5dae-48c2-8f35-93bf1cf03b07.webp?v=1738326446,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shahjahan-3pc-embroidered-shirt-with-wool-print-shawl-and-dhanak-embroidered-trouser-bic-3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_35590369-16d6-4630-b322-f4e84b935d0c.webp?v=1738326446,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shahjahan-3pc-embroidered-shirt-with-wool-print-shawl-and-dhanak-embroidered-trouser-bic-3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/295_21c05862-3175-42bf-8e64-fe64b3327e35.webp?v=1738326446,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shahjahan-3pc-embroidered-shirt-with-wool-print-shawl-and-dhanak-embroidered-trouser-bic-3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/302_06fe92c2-a679-4590-b164-9a2a8e76f641.webp?v=1738326447,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shahjahan-3pc-embroidered-shirt-with-wool-print-shawl-and-dhanak-embroidered-trouser-bic-3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/936_2feb6ec3-7959-453a-911f-e153770b3cdc.webp?v=1738326447,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shahjahan-3pc-embroidered-shirt-with-wool-print-shawl-and-dhanak-embroidered-trouser-bic-3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC0713811_e035934c-35e1-4761-b1e7-2ccd585a76f4.webp?v=1738326447,7,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
dananeer-3pc-khadar-embroidered-with-chiffon-embroidered-dupatta-bic-3247,Rare - 3Pc Khadar Embroidered With Chiffon Embroidered Dupatta 3247,"<div class=""product__description rte quick-add-hidden"">
<div><i>Khadar Embroidered  shirt </i></div>
<div><i>KhadarEmbroidered sleeves</i></div>
<div><i>Bamber Chiffon  Embroidered<span data-mce-fragment=""1""> </span><span> </span>Dupatta</i></div>
<div><i>Khadar Trouser</i></div>
<p data-mce-fragment=""1"">Unstiched </p>
</div>",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,DANANEER,true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,3999.00,8000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_177def2e-9a52-4113-9536-2e9431318775.webp?v=1738326448,1,"",false,,,5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
dananeer-3pc-khadar-embroidered-with-chiffon-embroidered-dupatta-bic-3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_a5644635-0f69-455b-9246-0c70a3ba0f11.webp?v=1738326448,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
dananeer-3pc-khadar-embroidered-with-chiffon-embroidered-dupatta-bic-3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_0c84760f-ffab-4202-b059-ce84cdc1a832.webp?v=1738326448,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
seran-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-bic_3226,Rare- 3Pc Dhanak Embroidered Shirt With Wool Print Shawl_3226,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Dhanak Embroidered Shirt</li>
<li data-mce-fragment=""1"">Dhanak Embroidered Sleevs</li>
<li data-mce-fragment=""1"">Wool Print<span data-mce-fragment=""1""> Shawl </span>
</li>
<li data-mce-fragment=""1"">
<span>Dhanak Dyed</span><span> </span>Back </li>
<li data-mce-fragment=""1"">
<span>Dhanak Dyed</span><span data-mce-fragment=""1""> </span>Trouser</li>
</ul> This rare- 3pc dhanak embroidered shirt with wool print shawl_3226 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"3PC, Bridal & Beyond, DHANAK, EMBROIDERED, Organza, PRINT, RARE-, SHAWL_3226, SHIRT, Summer New Arrival, WITH, WOOL",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,4290.00,11000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_31de940c-2561-42ce-b449-e01147072bc9.webp?v=1738326449,1,"An elegant rare- 3pc dhanak embroidered shirt with wool print shawl_3226, perfect for Pakistani fashion and trending events.",false,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH WOOL PRINT SHAWL_3226 Price in Pakistan,"Discover the latest RARE- 3PC DHANAK EMBROIDERED SHIRT WITH WOOL PRINT SHAWL_3226 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
seran-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-bic_3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_cc65e552-15a5-4f7d-afaf-7f03848ce993.webp?v=1738326449,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
seran-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-bic_3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_e54260f1-2a78-4fb7-89ff-cb6b8acb6d84.webp?v=1738326449,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
seran-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-bic_3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/295_de6a5721-9683-423a-95d8-815e569e16bd.webp?v=1738326450,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
seran-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-bic_3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/302_7e116ef8-32b9-416d-a485-b13468a325c4.webp?v=1738326450,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
janat-mirza-3pc-karnadi-heavy-embroidered-with-diamond-print-dupatta,Rare 3Pc Karnadi Heavy Embroidered With Diamond Print Dupatta,"<p>Karandi Embroidered Shirt </p>
<p><span>Karandi Embroidered Sleeve</span></p>
<p><span>Karandi Print Back </span></p>
<p><span>Diamond Print Dupatta</span></p>
<p><span>Karandi Print Trouser </span></p> This rare 3pc karnadi heavy embroidered with diamond print dupatta is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"3PC, DIAMOND, DUPATTA, EMBROIDERED, HEAVY, KARNADI, Lawn Luxe 2025, Organza, PRINT, RARE, Summer New Arrival, WITH",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,3899.00,8000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1_8dcd932f-4a9f-4d26-b8c0-61fd399b9b12.webp?v=1738326451,1,"An elegant rare 3pc karnadi heavy embroidered with diamond print dupatta, perfect for Pakistani fashion and trending events.",false,RARE 3PC KARNADI HEAVY EMBROIDERED WITH DIAMOND PRINT DUPATTA Price in Pakistan,"Discover the latest RARE 3PC KARNADI HEAVY EMBROIDERED WITH DIAMOND PRINT DUPATTA for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
janat-mirza-3pc-karnadi-heavy-embroidered-with-diamond-print-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_bbc9e590-81f1-471b-b8d6-68a8acf77282.webp?v=1738326451,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
janat-mirza-3pc-karnadi-heavy-embroidered-with-diamond-print-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_bb10659e-f2cf-49c9-993b-a383e8397a64.webp?v=1738326451,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
janat-mirza-3pc-karnadi-heavy-embroidered-with-diamond-print-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_15ef5007-4748-4d1a-8be8-413269b6d480.webp?v=1738326451,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
janat-mirza-3pc-karnadi-heavy-embroidered-with-diamond-print-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/295_033b86be-33da-495e-a50a-5b41f9d82141.webp?v=1738326451,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
janat-mirza-3pc-karnadi-heavy-embroidered-with-diamond-print-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/302_a24190c5-6ef7-45e9-b463-eb9f2e0ecea4.webp?v=1738326451,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shah-jahan-3pc-dhanak-embroidered-shirt-with-wool-printed-shawl-and-trouser-3191-pink,Rare- 3Pc Dhanak Embroidered Shirt With Wool Printed Shawl And Trouser-3191-Pink,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Dhanak Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Dhanak Embroidered Sleevs</span></li>
<li data-mce-fragment=""1"">Wool Print<span data-mce-fragment=""1""> Shawl</span>
</li>
<li data-mce-fragment=""1"">
<span>Dhanak </span><span data-mce-fragment=""1"">Embroidered</span><span> </span>Back </li>
<li data-mce-fragment=""1"">
<span>Dhanak </span><span data-mce-fragment=""1"">Embroidered </span>Trouser</li>
</ul> This rare- 3pc dhanak embroidered shirt with wool printed shawl and trouser-3191-pink is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"3PC, AND, Bridal & Beyond, DHANAK, EMBROIDERED, Lawn Luxe 2025, PRINTED, RARE-, SHAWL, SHIRT, Summer New Arrival, TROUSER-3191-PINK, WITH, WOOL",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4499.00,8000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1_666811cc-7a06-4a0b-9dfe-c239935a4c70.webp?v=1738326453,1,"An elegant rare- 3pc dhanak embroidered shirt with wool printed shawl and trouser-3191-pink, perfect for Pakistani fashion and trending events.",false,RARE- 3PC DHANAK EMBROIDERED SHIRT WITH WOOL PRINTED SHAWL AND TROUSER-3191-PINK Price in Pakistan,"Discover the latest RARE- 3PC DHANAK EMBROIDERED SHIRT WITH WOOL PRINTED SHAWL AND TROUSER-3191-PINK for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
zara-shah-jahan-3pc-dhanak-embroidered-shirt-with-wool-printed-shawl-and-trouser-3191-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_0afdb319-2985-4ea3-98d8-f19c1ae62b7c.webp?v=1738326453,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shah-jahan-3pc-dhanak-embroidered-shirt-with-wool-printed-shawl-and-trouser-3191-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_5e745a2e-58c0-4d02-9b61-a7fa7065093d.webp?v=1738326453,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
zara-shah-jahan-3pc-dhanak-embroidered-shirt-with-wool-printed-shawl-and-trouser-3191-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_0b28c28a-19c6-456a-ad47-0a66d6ae6a19.webp?v=1738326453,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2000,Rare -Winter Cotton 3Pc Embroidered Shirt With Doria Printed Shawl-2000,"<p>winter cotton emroidered shirt</p>
<p>winter cotton emroidered sleeves</p>
<p>winter cotton back </p>
<p>winter cotton trouser</p>
<p>doria cotton print shawl</p> This rare -winter cotton 3pc embroidered shirt with doria printed shawl-2000 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"'-WINTER, 3PC, Bridal & Beyond, COTTON, DORIA, EMBROIDERED, PRINTED, RARE, Seasonal Favorites, SHAWL-2000, SHIRT, Summer New Arrival, WITH",true,Size,s,,,,,,,,,0.0,,0,deny,manual,4999.00,10000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1_7f147e4e-1807-4e69-bfbd-9b8e2e5d3b2c.webp?v=1738326454,1,"An elegant rare -winter cotton 3pc embroidered shirt with doria printed shawl-2000, perfect for Pakistani fashion and trending events.",false,RARE -WINTER COTTON 3PC EMBROIDERED SHIRT WITH DORIA PRINTED SHAWL-2000 Price in Pakistan,"Discover the latest RARE -WINTER COTTON 3PC EMBROIDERED SHIRT WITH DORIA PRINTED SHAWL-2000 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,,,,,,,,,,,,kg,,,true,,,true,,,active
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2000,,,,,,,,,m,,,,,,,,,0.0,,0,deny,manual,4999.00,9000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_c919dcef-3686-4bda-9dd8-d107ca4a8839.webp?v=1738326454,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,kg,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2000,,,,,,,,,l,,,,,,,,,0.0,,0,deny,manual,4999.00,9000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_a798242c-848e-4e44-98e0-6b2141ea8a91.webp?v=1738326454,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,kg,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_141b2c75-49f8-404f-b7c3-c4c545ea78bc.webp?v=1738326454,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2001,Rare -Winter Cotton 3Pc Embroidered Shirt With Doria Printed Shawl--2001,"<p>winter cotton emroidered shirt</p>
<p>winter cotton emroidered sleeves</p>
<p>winter cotton back </p>
<p>winter cotton trouser</p>
<p>doria cotton print shawl</p> This rare -winter cotton 3pc embroidered shirt with doria printed shawl--2001 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"'-WINTER, 3PC, Brandsinn Design, COTTON, Designer Picks, DORIA, EMBROIDERED, Lawn Luxe 2025, PRINTED, RARE, SHAWL--2001, SHIRT, WITH",true,Size,s,,,,,,,,,0.0,,0,deny,manual,4999.00,12000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1_051d6cb6-4b9d-4a05-a8f1-70502e095d42.webp?v=1738326456,1,"An elegant rare -winter cotton 3pc embroidered shirt with doria printed shawl--2001, perfect for Pakistani fashion and trending events.",false,RARE -WINTER COTTON 3PC EMBROIDERED SHIRT WITH DORIA PRINTED SHAWL--2001 Price in Pakistan,"Discover the latest RARE -WINTER COTTON 3PC EMBROIDERED SHIRT WITH DORIA PRINTED SHAWL--2001 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2001,,,,,,,,,m,,,,,,,,,0.0,,0,deny,manual,4999.00,12000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_01aad155-47a3-40a2-a195-6f358e7216d7.webp?v=1738326456,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,kg,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2001,,,,,,,,,l,,,,,,,,,0.0,,0,deny,manual,4999.00,16000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_0ef686a2-4e17-4071-bf1c-570dc115d450.webp?v=1738326456,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,kg,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_704dea9c-ef55-40e5-bbfb-03ffe6058929.webp?v=1738326456,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2002,Rare -Winter Cotton 3Pc Embroidered Shirt With Doria Printed Shawl--2002,"<p>winter cotton emroidered shirt</p>
<p>winter cotton emroidered sleeves</p>
<p>winter cotton back </p>
<p>winter cotton trouser</p>
<p>doria cotton print shawl</p> This rare -winter cotton 3pc embroidered shirt with doria printed shawl--2002 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"'-WINTER, 3PC, Bridal & Beyond, COTTON, DORIA, EMBROIDERED, Lawn Luxe 2025, PRINTED, RARE, Seasonal Favorites, SHAWL--2002, SHIRT, WITH",true,Size,large,,,,,,,,,0.0,,0,deny,manual,4999.00,10000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1_6e11bd3c-39c0-4e49-8eed-231babb9f174.webp?v=1738326457,1,"An elegant rare -winter cotton 3pc embroidered shirt with doria printed shawl--2002, perfect for Pakistani fashion and trending events.",false,RARE -WINTER COTTON 3PC EMBROIDERED SHIRT WITH DORIA PRINTED SHAWL--2002 Price in Pakistan,"Discover the latest RARE -WINTER COTTON 3PC EMBROIDERED SHIRT WITH DORIA PRINTED SHAWL--2002 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2002,,,,,,,,,m,,,,,,,,,0.0,,0,deny,manual,4999.00,11000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/311_a3d090a0-9561-462e-aec1-d2c7055fe359.webp?v=1738326457,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,kg,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2002,,,,,,,,,s,,,,,,,,,0.0,,0,deny,manual,4999.00,16000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1899_dbcfdb60-421f-435d-b94d-56ff31cc0364.webp?v=1738326457,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,kg,,,,,,,,,
brands-inn-winter-cotton-3pc-embroidered-shirt-with-doria-printed-shawl-bic-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2311_e7fb1b0c-d446-411d-8047-751c5587c5af.webp?v=1738326458,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
